"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"DMTCEUS","198112","42.794","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198113","443.648","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198201","46.392","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198202","37.116","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198203","39.231","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198204","38.388","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198205","32.558","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198206","31.601","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198207","27.408","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198208","29.538","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198209","32.327","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198210","34.386","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198211","31.899","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198212","38.048","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198213","418.891","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198301","37.271","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198302","33.458","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198303","39.275","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198304","34.787","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198305","31.365","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198306","32.548","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198307","30.251","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198308","33.249","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198309","33.205","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198310","34.782","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198311","37.045","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198312","44.838","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198313","422.074","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198401","46.965","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198402","35.326","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198403","43.426","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198404","37.727","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198405","37.484","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198406","33.446","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198407","33.372","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198408","34.112","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198409","34.231","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198410","36.84","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198411","36.454","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198412","38.184","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198413","447.566","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198501","46.157","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198502","40.079","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198503","41.216","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198504","36.079","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198505","34.747","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198506","33.458","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198507","32.483","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198508","35.144","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198509","33.219","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198510","38.658","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198511","35.441","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198512","43.37","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198513","450.052","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198601","44.369","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198602","41.115","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198603","42.217","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198604","37.448","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198605","36.817","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198606","32.819","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198607","34.56","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198608","34.942","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198609","32.77","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198610","38.805","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198611","37.099","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198612","44.341","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198613","457.304","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198701","44.101","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198702","40.256","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198703","41.527","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198704","38.574","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198705","35.776","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198706","35.985","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198707","36.176","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198708","34.049","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198709","36.602","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198710","41.996","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198711","37.827","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198712","44.216","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198713","467.087","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198801","47.489","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198802","44.411","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198803","47.227","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198804","36.997","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198805","37.315","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198806","36.871","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198807","35.245","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198808","38.348","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198809","36.442","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198810","42.955","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198811","41.113","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198812","47.52","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198813","491.933","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198901","44.092","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198902","41.317","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198903","45.754","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198904","38.425","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198905","39.424","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198906","38.782","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198907","34.66","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198908","39.587","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198909","37.325","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198910","41.734","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198911","42.77","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198912","52.245","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","198913","496.116","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199001","42.507","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199002","39.295","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199003","43.729","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199004","39.3","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199005","38.711","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199006","37.758","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199007","36.397","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199008","42.946","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199009","36.999","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199010","39.507","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199011","39.957","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199012","37.588","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199013","474.693","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199101","44.93","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199102","35.874","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199103","39.832","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199104","36.674","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199105","36.912","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199106","35.844","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199107","35.348","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199108","36.977","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199109","37.004","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199110","40.67","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199111","37.732","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199112","41.207","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199113","459.003","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199201","43.123","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199202","40.186","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199203","42.794","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199204","39.247","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199205","36.742","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199206","34.608","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199207","36.173","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199208","36.107","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199209","37.561","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199210","40.781","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199211","37.835","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199212","44.262","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199213","469.418","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199301","41.752","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199302","41.771","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199303","45.644","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199304","38.022","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199305","35.847","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199306","36.982","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199307","35.702","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199308","37.643","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199309","38.4","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199310","39.816","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199311","41.557","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199312","44.796","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199313","477.932","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199401","49.311","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199402","43.13","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199403","44.096","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199404","40.21","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199405","38.842","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199406","39.523","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199407","35.517","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199408","40.848","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199409","40.429","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199410","40.892","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199411","41.043","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199412","42.715","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199413","496.554","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199501","45.198","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199502","44.268","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199503","44.594","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199504","40.093","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199505","38.668","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199506","42.166","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199507","36.442","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199508","40.594","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199509","42.389","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199510","41.39","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199511","41.722","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199512","46","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199513","503.523","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199601","49.132","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199602","46.49","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199603","46.287","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199604","43.611","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199605","41.721","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199606","41.165","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199607","40.297","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199608","42.413","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199609","40.944","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199610","47.757","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199611","44.422","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199612","45.639","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199613","529.879","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199701","50.488","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"DMTCEUS","199702","41.282","4","Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions","Million Metric Tons of Carbon Dioxide"
