YYYYMM,Value,Column_Order,Description,Unit
198313,152.29,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,171.696,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,177.612,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,190.805,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,202.219,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,212.103,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,217.59,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,222.611,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,215.179,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,213.385,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,215.059,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,223.812,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,222.114,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199613,236.473,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,238.923,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,242.434,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,250.017,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,258.581,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,247.432,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,241.245,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,235.839,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,244.294,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,250.954,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,244.066,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,242.494,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,230.594,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,208.237,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,214.018,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,213.075,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,209.58,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,214.429,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,219.74,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,231.448,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,241.973,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,251.469,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,255.183,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,260.619,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,161.358,6,Jet Fuel CO2 Emissions,Million Metric Tons of Carbon Dioxide
197313,32.754,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197413,26.71,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197513,24.069,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197613,25.7,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197713,26.548,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197813,26.581,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197913,28.46,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198013,24.061,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198113,19.219,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198213,19.492,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198313,19.239,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,17.509,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,17.253,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,14.884,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,14.325,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,14.61,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,12.764,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,6.443,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,7.013,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,6.289,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,7.518,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,7.415,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,8.187,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199613,9.378,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,9.98,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,11.825,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,11.05,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,10.238,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,10.959,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,6.566,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,8.275,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,9.77,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,10.576,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,8.133,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,4.869,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,2.162,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,2.658,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,3.019,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,1.854,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,0.801,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,0.787,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,1.363,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,0.967,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,1.317,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,0.784,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,0.82,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,1.026,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,1.138,7,Kerosene CO2 Emissions,Million Metric Tons of Carbon Dioxide
197313,13.29,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197413,12.728,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197513,11.268,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197613,12.517,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197713,13.096,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197813,14.064,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197913,14.717,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198013,13.105,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198113,12.568,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198213,11.461,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198313,12,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,12.796,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,11.925,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,11.66,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,13.183,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,12.713,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,13.039,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,13.418,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,12.004,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,12.239,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,12.462,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,13.025,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,12.802,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199613,12.424,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,13.125,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,13.739,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,13.883,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,13.675,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,12.529,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,12.381,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,11.446,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,11.596,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,11.536,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,11.239,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,11.606,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,10.775,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,9.688,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,10.764,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,10.213,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,9.396,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,9.942,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,10.37,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,11.293,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,10.721,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,9.883,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,9.591,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,9.245,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,8.396,8,Lubricants CO2 Emissions,Million Metric Tons of Carbon Dioxide
197313,911.373,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197413,892.676,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197513,911.4,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197613,955.397,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197713,979.978,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197813,1012.064,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197913,960.537,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198013,900.745,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198113,899.511,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198213,892.918,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198313,904.238,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198413,916.35,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198513,932.774,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198613,960.485,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198713,983.924,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198813,1004.521,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
198913,1000.602,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199013,987.909,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199113,982.255,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199213,998.625,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199313,1007.766,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199413,1019.346,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199513,1041.718,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199613,1062.015,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199713,1073.334,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199813,1104.672,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
199913,1125.416,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200013,1141.299,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200113,1148.602,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200213,1179.376,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200313,1201.421,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200413,1212.18,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200513,1205.21,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200613,1216.88,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200713,1208.621,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200813,1133.592,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
200913,1126.547,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201013,1106.996,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201113,1073.745,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201213,1065.783,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201313,1077.386,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201413,1084.819,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201513,1114.4,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201613,1134.105,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201713,1131.251,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201813,1131.4,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
201913,1127.677,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
202013,977.446,9,"Motor Gasoline, Excluding Ethanol, CO2 Emissions",Million Metric Tons of Carbon Dioxide
197313,55.132,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197413,50.469,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197513,52.098,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197613,51.544,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197713,56.548,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197813,54.052,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197913,52.026,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198013,50.112,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198113,53.163,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198213,52.37,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198313,48.323,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,52.416,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,55.881,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,56.711,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,63.136,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,66.053,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,64.962,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,71.678,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,69.501,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,81.197,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,77.688,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,76.568,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,77.495,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199613,80.806,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,80.228,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,93.378,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,99.516,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,84.967,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,91.223,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,98.893,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,97.177,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,111.658,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,109.583,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,105.93,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,99.232,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,93.986,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,86.593,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,80.951,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,78.107,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,77.886,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,76.568,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,77.109,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,77.421,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,77.026,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,70.659,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,72.712,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,67.478,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,58.005,10,Petroleum Coke CO2 Emissions,Million Metric Tons of Carbon Dioxide
197313,486.2,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197413,454.598,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197513,424.097,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197613,483.828,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197713,529.037,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197813,520.702,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197913,486.868,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198013,433.295,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198113,359.671,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198213,295.693,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198313,244.771,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,236.546,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,207.118,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,244.357,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,217.832,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,238.027,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,236.053,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,211.717,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,199.497,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,189.062,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,186.098,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,175.867,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,146.756,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199613,146.562,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199713,137.263,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199813,152.85,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
199913,143.031,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200013,156.969,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200113,139.765,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200213,120.541,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200313,133.035,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200413,149.394,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200513,158.507,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200613,118.682,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200713,124.555,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200813,107.495,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
200913,88.065,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201013,91.973,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201113,79.188,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201213,63.581,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201313,54.799,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201413,44.24,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201513,44.621,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201613,56.266,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201713,58.786,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201813,54.637,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
201913,47.314,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
202013,35.87,11,Residual Fuel Oil CO2 Emissions,Million Metric Tons of Carbon Dioxide
197313,102.133,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197413,101.268,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197513,96.908,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197613,105.073,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197713,117.668,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197813,129.005,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
197913,136.696,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198013,134.047,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198113,85.361,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198213,73.769,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198313,98.266,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198413,96.774,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198513,85.862,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198613,92.797,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198713,97.435,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198813,113.798,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
198913,112.718,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199013,119.037,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199113,103.79,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199213,121.197,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199313,110.883,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199413,119.406,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
199513,111.18,12,Other Petroleum Products CO2 Emissions,Million Metric Tons of Carbon Dioxide
